Address ,Price ,Pay For A Year ,Meters ,Rooms ,City ,Build Size ,Floor ,Balcony ,Area ,Type 
,"5,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""D48CECFEABF3264195B5F2B9130E5D57_element_64157"")>",חיפה,88,2 מתוך 2,2,חיפה וחוף הכרמל,בית פרטי
אלמוג 4,"4,900 ₪",12,5,באר שבע,120,1 מתוך 4,2,באר שבע והסביבה,דירה
הקריה,"6,500 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""D48CECFEABF3264195B5F2B9130E5D57_element_64223"")>",רמת גן,48,1 מתוך 4,0,רמת גן - גבעתיים,דירה
תובל 15,"4,990 ₪",12,3,קרית ארבע,120,1 מתוך 2,0,ירושלים והסביבה,דירה
חסיד משה,"11,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""D48CECFEABF3264195B5F2B9130E5D57_element_64271"")>",חולון,70,3 מתוך 3,1,חולון - בת ים,בית פרטי
קריניצי 16,"4,800 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""D48CECFEABF3264195B5F2B9130E5D57_element_64299"")>",קרית מלאכי,52,3 מתוך 3,0,אשדוד - אשקלון,דירה
הלל 7,"2,500 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""D48CECFEABF3264195B5F2B9130E5D57_element_64325"")>",באר שבע,110,3 מתוך 4,1,באר שבע והסביבה,דירה
קיש,"6,700 ₪",0,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""D48CECFEABF3264195B5F2B9130E5D57_element_64351"")>",קרית מוצקין,45,1 מתוך 7,0,קריות,דירה
מנדלי מוכר ספרים 15,"8,600 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F5A5A4E22582080E3FF9F026D50CABA9_element_64448"")>",ירושלים,65,קרקע מתוך 2,2,ירושלים והסביבה,דירה
דרך ארץ 72,"3,800 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F5A5A4E22582080E3FF9F026D50CABA9_element_64474"")>",פרדס חנה כרכור,65,2 מתוך 2,1,פרדס חנה - כרכור,דירה
הדקל 1,"7,500 ₪",12,5,באר שבע,120,1 מתוך 4,0,באר שבע והסביבה,דירת גן
קהילת ורשה 99,"3,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F5A5A4E22582080E3FF9F026D50CABA9_element_64540"")>",רמת גן,100,קרקע מתוך קרקע,0,רמת גן - גבעתיים,דירה
הרב נורוק 4,"3,900 ₪",12,3,קרית ארבע,32,2 מתוך 15,0,ירושלים והסביבה,דירה
יציאה לדרך שיבא 1,"7,500 ₪",1,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F5A5A4E22582080E3FF9F026D50CABA9_element_64586"")>",חולון,25,קרקע מתוך קרקע,0,חולון - בת ים,דירה
קרליבך 4,"13,500 ₪",3,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F5A5A4E22582080E3FF9F026D50CABA9_element_64614"")>",קרית מלאכי,97,1 מתוך 4,1,אשדוד - אשקלון,דירה
מור 1,"7,800 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F5A5A4E22582080E3FF9F026D50CABA9_element_64638"")>",באר שבע,86,2 מתוך 3,0,באר שבע והסביבה,גג/פנטהאוז
יעל רום 7,"4,600 ₪",0,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F5A5A4E22582080E3FF9F026D50CABA9_element_64664"")>",קרית מוצקין,70,3 מתוך 3,0,קריות,דירה
יעקב דורי 10,"5,600 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F5A5A4E22582080E3FF9F026D50CABA9_element_64692"")>",ירושלים,50,6 מתוך 8,0,ירושלים והסביבה,דירה
גבע 5,0,1,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F5A5A4E22582080E3FF9F026D50CABA9_element_64722"")>",פרדס חנה כרכור,54,1 מתוך 6,0,פרדס חנה - כרכור,דירה
"פלמ""ח 14","2,170 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F5A5A4E22582080E3FF9F026D50CABA9_element_64748"")>",חולון,120,4 מתוך 5,0,חולון - בת ים,דירה
שדרות הנשיא השישי 14,"7,800 ₪",12,4,ראשון לציון,100,2 מתוך 3,0,"ראשל""צ והסביבה",דירה
משה לרר 30,"10,000 ₪",12,3.5,אשקלון,32,1 מתוך 2,1,אשדוד - אשקלון,דירה
סירקין 11,"7,500 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F5A5A4E22582080E3FF9F026D50CABA9_element_64818"")>",טירת כרמל,25,4 מתוך 7,0,חיפה וחוף הכרמל,דירה
קרליבך 4,"13,500 ₪",12,5,גנות,97,3 מתוך 3,2,מושבים במרכז,דירה
מור 1,"7,800 ₪",12,4,תל אביב יפו,86,4 מתוך 4,0,תל אביב,גג/פנטהאוז
יעל רום 7,"4,600 ₪",0,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F5A5A4E22582080E3FF9F026D50CABA9_element_64916"")>",ראש העין,70,18 מתוך 18,2,ראש העין והסביבה,דירה
יעקב דורי 10,"5,600 ₪",1,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F5A5A4E22582080E3FF9F026D50CABA9_element_64944"")>",כפר סבא,50,2 מתוך 3,0,רעננה - כפר סבא,דירה
גבע 5,0,11,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F5A5A4E22582080E3FF9F026D50CABA9_element_64974"")>",אילת,54,12 מתוך 17,0,אילת והערבה,דירה
"פלמ""ח 14","2,170 ₪",12,4,הוד השרון,60,3 מתוך 4,0,הוד השרון והסביבה,דירה
שדרות הנשיא השישי 14,"7,800 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F5A5A4E22582080E3FF9F026D50CABA9_element_65042"")>",אור עקיבא,80,1 מתוך 7,0,קיסריה והסביבה,דירה
משה לרר 30,"10,000 ₪",12,3,בת ים,96,4 מתוך 9,1,חולון - בת ים,דירה
סירקין 11,"7,500 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F5A5A4E22582080E3FF9F026D50CABA9_element_65098"")>",בני ברק,62,8 מתוך 8,0,רמת גן - גבעתיים,דירה
אל מוהדי 22,"3,000 ₪",12,3.5,חולון,87,7 מתוך 13,1,חולון - בת ים,דירה
טרומפלדור 48,"13,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F5A5A4E22582080E3FF9F026D50CABA9_element_65153"")>",שלומי,67,8 מתוך 20,0,עכו - נהריה,דירת גן
מרדכי מקלף 46,"3,200 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F5A5A4E22582080E3FF9F026D50CABA9_element_65177"")>",אשקלון,120,קרקע מתוך 8,0,אשדוד - אשקלון,דירה
דולב 1,"4,300 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F5A5A4E22582080E3FF9F026D50CABA9_element_65207"")>",קרית גת,116,קרקע מתוך קרקע,0,באר שבע והסביבה,דירה
אחד העם 98,"13,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F5A5A4E22582080E3FF9F026D50CABA9_element_65237"")>",תל אביב יפו,120,6 מתוך 6,0,תל אביב,דופלקס
יצחק בן צבי 21,"3,400 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F5A5A4E22582080E3FF9F026D50CABA9_element_65267"")>",תל אביב יפו,140,2 מתוך 3,0,תל אביב,דירה
אהוד בן גרא 68,"7,300 ₪",2,5,תל אביב יפו,60,1 מתוך 3,0,תל אביב,בית פרטי/קוטג'
כפר רתמים,"5,500 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F5A5A4E22582080E3FF9F026D50CABA9_element_65346"")>",רמת גן,105,4 מתוך 4,0,רמת גן - גבעתיים,בית פרטי/קוטג'
הרב מיימון 2,"3,400 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F5A5A4E22582080E3FF9F026D50CABA9_element_65374"")>",תל אביב יפו,63,1 מתוך 3,0,תל אביב,דירה
ספיר 25,"5,500 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F5A5A4E22582080E3FF9F026D50CABA9_element_65404"")>",תל אביב יפו,47,7 מתוך 7,0,תל אביב,דירת גן
יהודה הלוי,"2,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F5A5A4E22582080E3FF9F026D50CABA9_element_65434"")>",אשדוד,240,קרקע מתוך קרקע,1,אשדוד - אשקלון,דירה
דיסקין 9,"12,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F5A5A4E22582080E3FF9F026D50CABA9_element_65465"")>",חולון,86,1 מתוך 3,0,חולון - בת ים,בית פרטי/קוטג'
ברנר 10,"4,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F5A5A4E22582080E3FF9F026D50CABA9_element_65495"")>",תל אביב יפו,138,4 מתוך 4,0,תל אביב,יחידת דיור
שרה אהרונסון 1,"5,600 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F5A5A4E22582080E3FF9F026D50CABA9_element_65521"")>",חיפה,775,1 מתוך 3,0,חיפה וחוף הכרמל,דירה
חנה סנש 14,"1,900 ₪",12,2,בת ים,135,7 מתוך 7,0,חולון - בת ים,דירה
הנשיא יצחק בן צבי 50,"5,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F5A5A4E22582080E3FF9F026D50CABA9_element_65573"")>",גבעת שמואל,90,קרקע מתוך קרקע,0,בקעת אונו,יחידת דיור
כורזים 10,"8,000 ₪",12,4,קיסריה,151,5 מתוך 5,0,קיסריה והסביבה,דירה
שדרות בן גוריון 41,"6,700 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F5A5A4E22582080E3FF9F026D50CABA9_element_65625"")>",רחובות,32,קרקע מתוך קרקע,0,נס ציונה - רחובות,דירה
העונות 1,"4,500 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F5A5A4E22582080E3FF9F026D50CABA9_element_65653"")>",גדרה,154,5 מתוך 5,0,גדרה יבנה והסביבה,דירה
שלמה המלך 6,"3,650 ₪",12,3,חיפה,320,קרקע מתוך קרקע,1,חיפה וחוף הכרמל,סטודיו/לופט
גאולים 30,"7,450 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""B292F7E5F31E779ADEB27FB48D5C3E58_element_65770"")>",אשקלון,210,7 מתוך 14,2,אשדוד - אשקלון,דירת גן
אבא הלל סילבר 5,"2,500 ₪",12,3,רמת גן,50,1 מתוך 4,0,רמת גן - גבעתיים,דירה
משמר הירדן 41,"12,500 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""B292F7E5F31E779ADEB27FB48D5C3E58_element_65818"")>",אשקלון,54,2 מתוך 2,1,אשדוד - אשקלון,דירה
בן יהודה 32,"4,500 ₪",12,5,רמת גן,70,2 מתוך 14,1,רמת גן - גבעתיים,דירה
אנה פרנק 30,"4,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""B292F7E5F31E779ADEB27FB48D5C3E58_element_65876"")>",פתח תקווה,75,12 מתוך 20,0,פתח תקוה והסביבה,דירה
קרל פופר 1,"8,300 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""B292F7E5F31E779ADEB27FB48D5C3E58_element_65902"")>",רעננה,36,4 מתוך 8,0,רעננה - כפר סבא,דירה
יהודה הלוי 1,"3,200 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""B292F7E5F31E779ADEB27FB48D5C3E58_element_65928"")>",באר שבע,128,1 מתוך 2,1,באר שבע והסביבה,דירה
רמז 35,"5,800 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""B292F7E5F31E779ADEB27FB48D5C3E58_element_65954"")>",תל אביב יפו,40,2 מתוך 7,0,תל אביב,דירה
דרך הים,"5,200 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""B292F7E5F31E779ADEB27FB48D5C3E58_element_65978"")>",תל אביב יפו,70,6 מתוך 6,0,תל אביב,דירה
סנהדרין 18,"1,800 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""B292F7E5F31E779ADEB27FB48D5C3E58_element_66006"")>",תל אביב יפו,75,6 מתוך 6,0,תל אביב,יחידת דיור
חד נס,"6,100 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""B292F7E5F31E779ADEB27FB48D5C3E58_element_66038"")>",חיפה,36,5 מתוך 15,0,חיפה וחוף הכרמל,דירה
יוני נתניהו,"2,800 ₪",12,3.5,באר שבע,128,1 מתוך 20,0,באר שבע והסביבה,דירה
,"6,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""B292F7E5F31E779ADEB27FB48D5C3E58_element_66090"")>",תל אביב יפו,40,1 מתוך 5,0,תל אביב,בית פרטי
זאבי רחבעם,"4,250 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""B292F7E5F31E779ADEB27FB48D5C3E58_element_66116"")>",פרדס חנה כרכור,200,5 מתוך 6,1,פרדס חנה - כרכור,דירה
הבעל שם טוב,"3,000 ₪",0,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""B292F7E5F31E779ADEB27FB48D5C3E58_element_66144"")>",ירושלים,80,קרקע מתוך קרקע,0,ירושלים והסביבה,דירה
שועלי שמשון 2,"2,100 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""B292F7E5F31E779ADEB27FB48D5C3E58_element_66168"")>",אשקלון,130,4 מתוך 5,0,אשדוד - אשקלון,דירה
לוי אשכול 8,"3,400 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""B292F7E5F31E779ADEB27FB48D5C3E58_element_66198"")>",ירושלים,45,11 מתוך 15,0,ירושלים והסביבה,דירה
קרן היסוד 15,"5,300 ₪",1,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""B292F7E5F31E779ADEB27FB48D5C3E58_element_66246"")>",גבעתיים,133,4 מתוך 4,0,רמת גן - גבעתיים,דירה
אשכולית 19,"4,800 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""B292F7E5F31E779ADEB27FB48D5C3E58_element_66274"")>",גבעת שמואל,125,3 מתוך 4,0,בקעת אונו,יחידת דיור
סנהדרין 18,"1,800 ₪",0,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""B292F7E5F31E779ADEB27FB48D5C3E58_element_66300"")>",באר יעקב,73,3 מתוך 5,0,"ראשל""צ והסביבה",יחידת דיור
חד נס,"6,100 ₪",12,6,תל אביב יפו,140,8 מתוך 9,0,תל אביב,דירה
יוני נתניהו,"2,800 ₪",0,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""B292F7E5F31E779ADEB27FB48D5C3E58_element_66354"")>",אשקלון,101,2 מתוך 4,0,אשדוד - אשקלון,דירה
,"6,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""B292F7E5F31E779ADEB27FB48D5C3E58_element_66381"")>",קרית ביאליק,87,3 מתוך 5,0,קריות,בית פרטי
זאבי רחבעם,"4,250 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""B292F7E5F31E779ADEB27FB48D5C3E58_element_66407"")>",תל מונד,40,2 מתוך 3,0,מושבים בשרון,דירה
הבעל שם טוב,"3,000 ₪",5,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""B292F7E5F31E779ADEB27FB48D5C3E58_element_66437"")>",תל אביב יפו,64,1 מתוך 3,0,תל אביב,דירה
שועלי שמשון 2,"2,100 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""B292F7E5F31E779ADEB27FB48D5C3E58_element_66465"")>",נהריה,175,2 מתוך 2,0,עכו - נהריה,דירה
לוי אשכול 8,"3,400 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""B292F7E5F31E779ADEB27FB48D5C3E58_element_66494"")>",רחובות,120,3 מתוך 7,0,נס ציונה - רחובות,דירה
קרן היסוד 15,"5,300 ₪",0,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""B292F7E5F31E779ADEB27FB48D5C3E58_element_66522"")>",ראשון לציון,140,10 מתוך 22,0,"ראשל""צ והסביבה",דירה
אשכולית 19,"4,800 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""B292F7E5F31E779ADEB27FB48D5C3E58_element_66548"")>",לוד,230,1 מתוך 2,0,רמלה - לוד,יחידת דיור
צאלים 10,"6,500 ₪",1,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""B292F7E5F31E779ADEB27FB48D5C3E58_element_66579"")>",אשקלון,100,קרקע מתוך קרקע,0,אשדוד - אשקלון,דירה
עולי הגרדום 15,"6,350 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""B292F7E5F31E779ADEB27FB48D5C3E58_element_66609"")>",רמת גן,120,7 מתוך 9,2,רמת גן - גבעתיים,דירה
אפרסמון 69,"3,200 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""B292F7E5F31E779ADEB27FB48D5C3E58_element_66635"")>",תל אביב יפו,90,קרקע מתוך 3,0,תל אביב,יחידת דיור
האגמית 6,"5,800 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""B292F7E5F31E779ADEB27FB48D5C3E58_element_66662"")>",חדרה,150,4 מתוך 8,1,חדרה וישובי עמק חפר,דירה
התאנה 1,"6,000 ₪",0,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""B292F7E5F31E779ADEB27FB48D5C3E58_element_66694"")>",ירושלים,155,5 מתוך 17,0,ירושלים והסביבה,יחידת דיור
שולמית 3,"8,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""B292F7E5F31E779ADEB27FB48D5C3E58_element_66718"")>",הוד השרון,130,קרקע מתוך 3,1,הוד השרון והסביבה,דירה
שמואל הנביא 25,"7,600 ₪",12,6,נתניה,65,4 מתוך 8,0,נתניה והסביבה,דירת גן
הבנים 6,"6,900 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""B292F7E5F31E779ADEB27FB48D5C3E58_element_66770"")>",תל אביב יפו,135,5 מתוך 17,0,תל אביב,דירה
אילות 31,"4,200 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""B292F7E5F31E779ADEB27FB48D5C3E58_element_66798"")>",בת ים,112,2 מתוך 4,0,חולון - בת ים,מחסן
בן גוריון 4,"6,600 ₪",12,3,קרית אונו,65,1 מתוך 3,2,בקעת אונו,דירה
הכרמל 27,"5,300 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""B292F7E5F31E779ADEB27FB48D5C3E58_element_66879"")>",מעלה אדומים,147,1 מתוך 5,0,ירושלים והסביבה,דירה
ירושלים 19,"3,500 ₪",12,5.5,קדימה צורן,100,1 מתוך 12,0,מושבים בשרון,סטודיו/לופט
,"3,200 ₪",0,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""B292F7E5F31E779ADEB27FB48D5C3E58_element_66933"")>",חולון,106,3 מתוך 4,0,חולון - בת ים,יחידת דיור
גבעת סוקולוב,"6,000 ₪",12,4,מעלות תרשיחא,117,קרקע מתוך קרקע,0,גליל ועמקים,דירה
אהוד מנור 5,"7,300 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""B292F7E5F31E779ADEB27FB48D5C3E58_element_66985"")>",רמת גן,71,1 מתוך 3,0,רמת גן - גבעתיים,דירה
הרב מיימון 237,"2,500 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""B292F7E5F31E779ADEB27FB48D5C3E58_element_67017"")>",יובלים,154,1 מתוך 5,0,גליל ועמקים,דירה
שדרות מנחם בגין 26,"4,100 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""B292F7E5F31E779ADEB27FB48D5C3E58_element_67043"")>",תל אביב יפו,100,3 מתוך 3,0,תל אביב,דירה
שדרות לכיש 60 43,"2,100 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""177470A3446F2993317919B8EE464072_element_67139"")>",פרדס חנה כרכור,65,קרקע מתוך קרקע,0,פרדס חנה - כרכור,דירה
בן עמי 5,"7,200 ₪",12,5.5,הרצליה,100,2 מתוך 7,0,רמת השרון - הרצליה,דירה
מרגולין 13,"6,200 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""177470A3446F2993317919B8EE464072_element_67190"")>",ראשון לציון,150,1 מתוך 3,1,"ראשל""צ והסביבה",דירה
פרופ' יובל נאמן 13,"13,000 ₪",1,4,עפולה,116,קרקע מתוך 31,1,עמק יזרעאל,דירה
האשל 12,"14,500 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""177470A3446F2993317919B8EE464072_element_67245"")>",רמת גן,89,1 מתוך 7,1,רמת גן - גבעתיים,גג/פנטהאוז
דיזנגוף 95,"5,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""177470A3446F2993317919B8EE464072_element_67275"")>",יובלים,150,קרקע מתוך קרקע,1,גליל ועמקים,דירה
היער 26,"4,500 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""177470A3446F2993317919B8EE464072_element_67301"")>",תל אביב יפו,116,2 מתוך 6,0,תל אביב,יחידת דיור
עמק השלום 82,"7,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""177470A3446F2993317919B8EE464072_element_67329"")>",פרדס חנה כרכור,89,4 מתוך 4,0,פרדס חנה - כרכור,בית פרטי/קוטג'
חובבי ציון 28,"9,200 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""177470A3446F2993317919B8EE464072_element_67353"")>",הרצליה,60,קרקע מתוך קרקע,0,רמת השרון - הרצליה,דירה
הצוללים 1,"5,750 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""177470A3446F2993317919B8EE464072_element_67381"")>",ראשון לציון,120,קרקע מתוך קרקע,0,"ראשל""צ והסביבה",דירה
סוקולוב 61,"5,300 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""177470A3446F2993317919B8EE464072_element_67415"")>",עפולה,25,1 מתוך 12,2,עמק יזרעאל,דירה
דרך מרדכי נמיר 107,"5,600 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""177470A3446F2993317919B8EE464072_element_67443"")>",אשקלון,140,1 מתוך 2,0,אשדוד - אשקלון,דירה
בן יהודה 2,"2,900 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""177470A3446F2993317919B8EE464072_element_67473"")>",חיפה,71,קרקע מתוך 1,0,חיפה וחוף הכרמל,דירה
הזית,"3,500 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""177470A3446F2993317919B8EE464072_element_67503"")>",תל אביב יפו,87,2 מתוך 3,0,תל אביב,דירה
יוני נתניהו 12,"8,700 ₪",12,4,תל אביב יפו,170,קרקע מתוך 3,0,תל אביב,דירה
גל 4,"5,000 ₪",12,5,יהוד מונוסון,142,2 מתוך 2,1,בקעת אונו,יחידת דיור
טובה וטוביה מילר 19,"4,000 ₪",12,5,נהריה,72,1 מתוך 1,1,עכו - נהריה,דירה
שושנה דמארי 7,"6,000 ₪",11,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""177470A3446F2993317919B8EE464072_element_67607"")>",פתח תקווה,60,1 מתוך 4,0,פתח תקוה והסביבה,דירה
מסדה 14,"2,700 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""177470A3446F2993317919B8EE464072_element_67637"")>",רמת גן,100,10 מתוך 36,0,רמת גן - גבעתיים,דירה
